id;uuid;name of product/component/feature/subfeature;description;type;status;color_class
6965919;ab21e0e5-9261-4168-aa91-a379f71141a4;Exceptions Handling for Cures Act Information Blocking;"As a provider I need the ability to remove visit notes that have been marked as ‘Confidential’ from the patient CCDA download so I can effectively invoke Exceptions to Information Blocking Requirements.
## Summary:
- Leverage the existing ‘Confidential’ flag within a visit note
- This functionality will be available for all Elation visit note templates that are made available in the Progress Note CCDA document template (new) 
- Marking a visit note as ‘Confidential’ will restrict access to all the fields in that particular visit note in the patient CCDA
- A provider can amend an existing visit note to mark or remove the Confidential flag 
- When a provider updates an existing visit note, the patient CCDA should reflect the current Confidential flag status 

![width=673,height=801,jira_filename=Screen+Shot+2021-03-09+at+12.04.31+PM.png](https://elationhealth.atlassian.net/secure/attachment/25688/Screen+Shot+2021-03-09+at+12.04.31+PM.png)

<p></p>

";subfeature;Done;green
6977315;42a65688-a423-4781-bcf6-0e50fe17b1bc;Re-enable coding automation;"Coding Automation was turned off during site downtime in 2020.

We should turn it back on because our help center articles and settings page indicate that it still works.

<p></p>

Engineering analysis of what it would take to re-enable coding automation: <https://elationhealth.atlassian.net/wiki/spaces/DEV/pages/1976991804/Reenabling+Coding+Automation>

<p></p>";feature;Done (Archive);green
6977714;25696e54-acad-41a1-8453-327dd8001d90;Longitudinal Care Plan;"# **Value Case**

- Enables tech forward cohorts to track and manage at-risk patient clinical interventions. 

- Ensure clinical and staff users have a holistic view of patients' goals and outstanding care items. 

- Support in-between visit clinical intervention workflows efficiently

- Enables Elation to track and provide reporting against patient outcomes


# **Use Case**

- Define, track, and collaborate on Care Plans across teams.

- Improve task management within EHR practice home to enable staff to collaborate with each other and close the loop on patient actionables.

  - Assign tasks to a user

  - Include task status


# Data Inputs

- <p></p>


# **Projected KR Impact**

- Need to explore whether we can monetize this service as part of performance or population health package (""package is yet to be defined, used more as a placeholder"").


<p></p>

<u>**DRIVERS**</u>

**Business Importance:**

- Score: 5

- Logo retention for 2/ 27 customers (potentially more) which is ~10% of the TF customer base. == $7.5k MRR. 

- XX SMB practice who are in ACOs and VB programs (CPC+ & PMF) have identified this as need and friction. 


**Reach**

- Score: 5

- XX SMB customers

- 2 Customers (Carebridge, HereHealth) + 2-3 Prospects (Zoom+Care, OSH, Aledade?)


**Impact**

- Score: 5

- Informed clinicians can drive better care plans adjustments for their patients when notified of an Hospital admissions.

- For a subset of customers, care managers can be deployed to intervene admissions or assist in discharge process after notification of admission.

- **Follow Up:** When possible, collect baseline from customers today on post discharge follow up % within 90 days, and % of ER visits intervened.


**Strategic Importance**

- Score: 5

- Commitments if any - None at this time.

- Enables Elation to move into the value based world platform.


**Confidence**

- Score: 4

- Need to do discovery on solutions


<p></p>

<p></p>";feature;Backlog;smokeLight
6979029;39a8e674-1371-436a-afb0-d6fe67ca01da;Uni-Directional IRs: 50 states;"";feature;Discovery Candidate;cyan
6979074;4f374d0c-159b-415d-9c1a-4e4de8358fb0;High priority security and privacy assessment preparation;"# Value

Complete Elasticsearch migration to prepare for HIPAA assessment

# **Use Case**

- <p></p>


# Data Inputs

- <p></p>


# **Projected KR Impact**

- Compliance certifications


<p></p>";subfeature;Cancelled;red
6979092;dba33384-c5c6-4116-99bd-dab56f7b1a02;Security as compliance;"# Value

*Work required to prepare for SOC2.2*

# **Use Case**

- <p></p>


# Data Inputs

- <p></p>


# **Projected KR Impact**

- <p></p>
";feature;Backlog;smokeLight
6979220;c8f2dbf7-876e-409c-adeb-a980bcf7257f;Actionlog Refactor;"# Value

*More datastore investments to improve our site reliability. (Actionlog refactor)*

<p></p>

ActionLog Phase 2 (remove all the foreign keys)

<p></p>

We got rid of half of the rows/writes more or less. This represents denormalizing the action log.";feature;Backlog;smokeLight
6979221;6e85c58a-2f0e-4167-b7d6-775d9a666f70;Security as compliance 2;"# Value

*Finalizing security work in preparation for SOC2.2* ";feature;Backlog;smokeLight
6979228;30314df4-bfb6-49c9-a843-86e179e4d513;Sustained, integrated security: HITRUST;"# Value

*SOC 2.2, HITRUST (TBD)*";feature;Backlog;smokeLight
6979229;1c797c0a-7dd4-4cd5-8e16-1652e712393a;Requiring actions queue refactor;"# Value

*Investments in scalable data architecture (Requiring actions queue refactor)*";feature;Discovery Candidate;cyan
6979230;964c2496-e81e-45a2-92e8-210abcbaa1ef;React conversion;"# Value

*Accelerate teams’ development velocity. (React conversion, Containerization, CI pipeline overhaul)* 

<p></p>";feature;Backlog;smokeLight
6979263;c84c1a00-3d2d-4256-828d-4156d42b7ffe;Regular maintenance of security standards;"# Value

*Our security standards will encourage continued maintenance of our infrastructure*";feature;Backlog;smokeLight
6979349;79c9c1c6-6c10-4cf0-9aec-8e1292c0d2ae;Passport: Consolidated codebase on Expo;<p></p>;feature;Backlog;smokeLight
6988432;cc4ce568-9000-4d2a-81ac-a82c464857e4;Inclusive Patient Demographics V1;"# 1.1 Strategic Alignment

> **SMB Objective: Grow our competitive moat and accelerate our acquisition of SMB IPCP’s to be the market leader for SMBs.**
This opportunity should maintain Elation’s competitive moat of being a compliant, highly usable EHR that does not get in the way of providing personalized, high-quality patient care.

# 1.2 Problem Alignment

# 1.3 Prioritization Drivers

## BRIC(S) Score

* ***B***usiness Importance - 2
  * Adding this functionality helps Elation position itself as a thought-leader in the industry, and makes Elation more attractive to more progressive practices. However, less progressive practices may be confused or upset about some of the changes associated with this enhancement
* ***R***each - 1
  * While this functionality is an urgent request in specific practices, some of the related changes have been deemed not needed or confusing by others 
* Customer ***I***mpact - 3
  * For practices who plan to use the inclusive demographics features, this will enable them to provide much more personalized care to their patients
* ***C***onfidence - 3
  * Customers who plan to leverage this new functionality should be able to provide a much more personalized experience for their patients. However, the personalization will not reach all aspects of the app with this iteration (ex: Full name won't appear in communications, etc.)
* ***S***trategic Importance - 2
  * This feature was a Q2 commitment to Brooklyn Minds, but it has not been committed to other customers

## Scoring

* Revenue: needs more analysis - check with Julie (Sales Ops), but best to check with Tyler (FFS), Gabby (DPC), Greg (TF).
  * Is there a marketing play? Pride month, DPC summit. Jenifer hypothesis is no, doesn't impact revenue.
  * Could have negative impact on brand/revenue if we don't do this
* Churn:
  * Logo churn: at least 10-20 customers have asked, but unsure whether this specific capability will reduce churn risk
  * MRR churn: this capability will reduce risk for Brooklyn Minds ($6.5K), Plume ($12.3K)
* Customer Value: 5 - more personalized care
* Strategic Value: 4 - differentiates from other EHRs who don't pull the demographics through to patient-facing comms and pharmacies/labs will be made aware of inclusive demographics. Patient engagement is a key component of success in value-based world - this makes care more personalized.
* Time Criticality: 4 - strategic value-wise, if we get it out now, it's very valuable, but not if we wait - it will become table stakes and potential churn. Committed to Brooklyn Minds for Q2 delivery by Conan. What happens if we don't hit the deadline? BM will threaten to churn.

# 1.4 Scope Alignment

## **Hypothesis Statement:**

Allowing inclusive information to be captured and used in patient interactions and patient records enables personalized care for patients, especially those in the LGBTQ+ community. 

## **Success Measures:**

* Elation does not lose prospective or current customers due to lack of inclusivity of demographic data

## **Constraints:**

No known contractual deadlines we are at risk of missing. As with everything, engineering capacity is a constraint for delivering full V1 scope within 2021 Q3. 

# 1.5 Resource Links

## Miro documentation: [https://miro.com/app/board/o9J_lU4tTsY=/](https://miro.com/app/board/o9J_lU4tTsY=/)

# Value

*Providers can make their patients feel respected, seen, and heard.*

# **Use Case**

*Please note, as earlier releases go to market, the following outline will be updated to reflect key learnings.*

* (R1.1) Elation stops conflating sex assigned at birth and gender in Passport
* (R1.2) Elation enables practices to capture inclusive demographics information including a patient's actual name, pronouns, and SOGI information 
* (R1.3) Reactify clinical profile
* (R1.4) Elation enables practices to refer to the patient correctly during their encounter by displaying actual name and pronouns in patient's chart
* (R1.5) Elation enables practices to refer to the patient correctly when scheduling appointments (including appointment calendar, patient chart search, and patient appointment reminders)
* (R1.6) Elation enables practices to refer to the patient correctly when exchanging care-related messages between appointments (patient messaging in Passport, Passport Mobile)
* (R1.7) Elation enables practices to address the patient correctly in payment and membership interactions
* (R1.8) Elation will make patient's actual name, pronouns and other inclusive demographic fields available via API V2
* Additional potential release candidates for V2:
  * Elation will display actual name in any remaining patient-facing communication
  * Elation will allow display of actual name in practice reporting including memberships, payments, patient list, urgent queue, etc. where legal name is not required
  * Elation will expose SOGI / actual name in data exports and CCDA
  * Elation will drive additional adoption of inclusive demographics data capture through contextual tooltips and/or required fields
  * Elation will enable practitioners and staff to disclose their actual name (if different than legal) and pronouns to their patients

# Data Inputs

* Brooklyn Minds (High MRR) and Cityblock (TF) have both indicated the need to support additional demographic fields to ensure they can offer their patients an inclusive experience
  * Also Plume Health, a well-respected healthcare leader in the LGBTQ+ community
* We risk providing a poor patient experience on behalf of our practices by potentially using a patients ""dead name"" in patient communication, reflecting negatively on Elation and the practice
* Federal, state and local jurisdictions are continually moving forward with requiring organizations (including healthcare vendors) to leverage patients chosen name and pronouns when communicating with patients ([such as NYC](https://www1.nyc.gov/site/cchr/law/legal-guidances-gender-identity-expression.page#3.1))";feature;Done (Archive);green
